Age,Income,Previous_Purchases,Purchase,North,South,West
53,39541,15,1,True,False,False
62,64813,1,1,False,False,True
37,57198,10,1,False,False,False
18,28820,9,1,False,True,False
25,44070,14,1,False,False,False
63,89768,16,1,False,False,False
33,31122,7,1,True,False,False
31,93543,17,1,False,False,True
29,61786,8,1,True,False,False
40,26737,7,1,True,False,False
32,56062,13,1,True,False,False
45,74237,17,1,False,False,False
51,71571,19,1,True,False,False
19,45510,19,1,True,False,False
49,39426,11,0,False,False,True
40,57265,18,1,False,False,True
39,37850,13,1,True,False,False
42,86150,16,1,False,False,True
39,94910,2,1,False,False,True
39,72375,6,1,True,False,False
59,55435,16,1,False,False,False
23,77132,11,1,True,False,False
32,98945,8,1,False,False,True
60,22983,14,1,False,False,False
54,40662,17,1,False,True,False
50,43510,12,1,False,False,False
25,98187,7,1,False,False,True
61,60998,13,1,False,False,False
61,76846,7,1,True,False,False
22,26640,13,1,False,True,False
56,64547,6,1,False,True,False
21,74620,11,1,False,True,False
23,35317,10,1,False,False,True
62,27564,10,1,False,False,True
49,47345,12,1,False,True,False
47,99273,17,1,False,False,False
64,94859,1,1,False,True,False
52,94038,14,1,False,False,False
57,72393,19,1,False,False,False
33,86081,17,1,False,False,True
30,49430,14,1,False,False,False
59,95532,18,1,False,True,False
47,47788,11,1,False,False,True
36,68543,12,1,True,False,False
34,33919,10,1,True,False,False
36,89346,4,1,False,False,True
45,59974,0,1,False,True,False
43,36371,2,1,True,False,False
54,65084,18,1,True,False,False
43,49629,6,1,False,False,False
40,71184,11,1,False,False,False
26,81916,14,1,False,True,False
29,93972,4,1,False,False,True
18,82187,14,1,False,True,False
18,32984,7,1,False,False,True
64,53039,9,1,True,False,False
51,78606,15,1,False,False,False
49,30616,7,1,False,True,False
42,70072,0,1,False,True,False
57,44574,11,1,False,False,True
62,23430,4,0,False,False,True
18,32676,2,1,False,True,False
33,30816,0,1,False,False,True
56,52733,3,1,False,True,False
22,22050,7,0,False,True,False
39,53933,2,0,False,True,False
46,44951,9,1,True,False,False
20,52413,1,1,False,False,True
29,54801,10,1,False,False,False
43,75619,9,1,False,False,False
33,52913,13,1,False,False,True
54,60600,6,0,False,True,False
39,77775,1,1,False,False,False
46,55400,8,1,False,False,False
31,24494,15,1,False,False,True
45,94691,12,1,False,False,False
22,63001,8,1,False,True,False
64,87364,19,1,False,False,True
47,65028,3,0,False,True,False
63,57573,9,1,False,False,False
22,20806,11,1,False,False,False
29,76638,16,1,False,True,False
33,49757,13,1,True,False,False
43,54636,13,1,False,False,False
43,68280,1,1,True,False,False
38,44262,19,1,False,False,False
56,82211,10,1,True,False,False
53,74842,15,1,True,False,False
50,76979,18,1,True,False,False
47,58197,5,1,False,True,False
54,61844,18,1,True,False,False
40,84754,4,1,True,False,False
27,54157,3,1,True,False,False
22,97129,14,1,False,False,False
53,60042,3,1,True,False,False
51,81665,19,1,False,False,False
48,47376,9,1,True,False,False
27,75554,2,1,True,False,False
36,34199,4,1,False,True,False
49,70948,5,1,False,False,False
18,93781,7,1,True,False,False
22,92750,6,1,False,False,False
62,86262,9,1,False,False,False
21,66600,5,1,False,False,True
33,96898,13,1,False,True,False
41,82483,3,1,False,True,False
33,38297,12,1,False,True,False
19,50448,19,1,False,False,True
45,46172,16,1,False,False,True
49,62874,6,1,False,True,False
44,27657,3,1,False,False,True
37,45425,13,1,False,False,True
41,46685,2,1,False,False,True
29,44578,4,0,False,True,False
52,48831,15,1,False,True,False
50,27906,19,1,False,True,False
50,81413,3,1,False,False,True
60,74028,1,1,False,True,False
54,27287,17,1,False,False,True
29,53660,18,1,True,False,False
20,95758,18,1,False,False,True
18,80504,16,1,False,False,False
50,79720,13,1,False,True,False
57,54701,18,1,False,True,False
27,37674,12,1,False,False,False
60,43874,11,1,False,False,True
61,63642,5,1,True,False,False
46,85160,3,1,False,False,False
30,37602,18,1,False,False,False
29,45931,15,1,False,False,True
48,49192,12,1,False,True,False
63,66542,3,1,False,False,True
19,62520,16,1,False,False,False
52,84772,0,1,False,False,False
40,78762,17,1,False,True,False
34,70106,19,1,False,True,False
43,45559,16,1,False,True,False
25,53742,14,1,False,False,True
46,89669,10,1,False,True,False
43,41754,12,1,False,False,False
27,23972,0,0,False,False,False
43,90831,16,1,True,False,False
51,61873,5,1,False,False,True
58,29903,3,1,True,False,False
24,23020,19,1,False,False,False
21,61755,15,1,True,False,False
62,65648,14,1,False,False,False
28,29516,14,1,True,False,False
46,22396,5,1,False,True,False
53,39129,14,1,True,False,False
42,21591,13,1,False,True,False
38,31303,10,0,False,True,False
53,50561,6,1,False,False,True
27,91719,8,1,False,True,False
54,27314,15,1,False,True,False
26,39623,4,1,True,False,False
41,87675,19,1,False,False,False
52,85082,9,1,False,False,True
52,53130,17,1,False,True,False
53,71756,2,1,False,False,True
35,46292,12,1,True,False,False
56,89274,10,1,False,True,False
49,22469,16,0,True,False,False
41,73947,12,1,False,False,True
40,42534,5,1,True,False,False
49,83620,16,1,False,False,True
54,68874,12,1,True,False,False
29,69708,18,1,False,False,True
30,94553,18,1,False,False,False
40,88344,9,1,True,False,False
42,69138,2,1,True,False,False
52,74302,13,1,False,False,False
58,67638,18,0,False,False,False
47,98249,4,1,True,False,False
34,22719,4,0,False,False,False
37,42890,19,1,False,True,False
42,97236,16,1,False,False,True
39,56509,9,1,False,False,True
30,62534,4,1,False,False,True
36,38787,3,0,False,True,False
53,68845,5,1,False,False,False
29,77932,3,1,False,False,False
58,53062,6,1,True,False,False
36,95713,6,1,False,False,False
29,80461,17,0,True,False,False
26,95418,2,1,False,True,False
24,86672,0,1,False,False,True
45,54832,3,1,False,False,True
31,51966,5,1,False,False,True
48,92545,8,1,False,False,False
36,32987,13,1,True,False,False
64,57311,11,1,True,False,False
33,51575,19,1,False,True,False
22,83852,3,1,False,False,False
52,21007,11,1,False,True,False
29,90981,9,1,True,False,False
42,96242,6,1,True,False,False
38,67517,2,1,False,False,True
53,49257,13,1,False,False,False
40,62207,9,1,True,False,False
33,33281,15,1,False,False,True
56,81246,15,1,False,False,False
62,21435,9,1,False,True,False
59,46660,12,1,False,False,False
56,25084,5,1,False,False,False
31,33507,11,0,True,False,False
48,92595,8,1,True,False,False
22,65539,12,1,False,False,False
52,27491,3,0,True,False,False
40,70192,10,1,True,False,False
46,83888,19,1,True,False,False
60,93609,17,1,False,False,True
28,29077,10,1,False,False,True
35,40953,3,1,False,False,False
64,96919,17,1,True,False,False
29,87889,0,1,False,False,True
26,43821,6,0,False,False,False
27,57567,5,1,True,False,False
61,44860,14,1,False,True,False
34,41195,17,1,True,False,False
55,97475,10,0,True,False,False
24,41427,19,0,False,False,True
63,47083,14,1,False,False,False
30,77372,15,1,False,False,False
57,64064,6,1,False,False,True
59,27813,9,1,True,False,False
26,51598,11,1,False,True,False
44,47082,13,1,True,False,False
19,49241,4,1,True,False,False
22,64569,17,1,False,True,False
46,31745,4,1,False,False,True
54,46029,2,0,False,False,False
55,33025,4,1,False,False,True
36,34288,16,1,False,False,True
25,26540,18,1,True,False,False
62,88878,18,1,False,False,False
18,61846,11,1,False,False,False
39,95932,8,1,False,False,True
34,37482,0,1,False,True,False
24,43411,17,1,False,False,True
42,70975,3,1,False,True,False
62,80545,9,1,False,False,False
21,98797,6,1,False,False,True
53,72307,0,1,True,False,False
23,23093,16,1,False,False,True
48,97258,1,1,False,False,False
36,42042,10,1,True,False,False
61,72930,8,1,True,False,False
56,64413,6,1,False,True,False
44,53756,16,1,True,False,False
27,73268,16,1,True,False,False
43,59214,1,1,False,False,True
36,48602,5,1,False,False,False
56,73331,13,1,False,True,False
20,68901,5,1,False,False,True
62,83416,1,1,True,False,False
30,52196,0,1,True,False,False
45,25626,9,1,False,True,False
37,27424,4,1,False,False,False
45,32857,1,1,False,True,False
25,39982,15,0,False,False,True
58,96961,1,1,False,True,False
56,21980,9,1,True,False,False
18,68290,1,1,False,False,True
20,46431,15,1,True,False,False
30,46385,15,1,False,False,False
45,58158,18,1,True,False,False
42,43019,6,1,True,False,False
50,38639,11,1,False,True,False
55,41563,14,1,True,False,False
23,59341,7,1,False,False,True
61,25776,5,1,False,False,True
62,56444,9,1,False,False,False
49,88916,2,1,False,False,True
62,28711,18,1,False,True,False
64,94318,16,1,False,False,False
38,50707,6,1,False,False,True
33,59110,19,1,False,True,False
38,81788,3,1,False,False,True
28,58827,13,0,False,False,True
54,25655,19,1,True,False,False
53,64859,14,1,False,False,True
52,73625,7,1,False,False,True
36,72098,14,1,False,True,False
37,35251,19,1,False,True,False
35,20526,13,0,True,False,False
64,88760,8,1,False,False,True
58,67837,7,1,True,False,False
31,31536,16,1,False,False,True
32,48541,1,0,False,False,False
48,99083,2,1,False,False,False
18,71027,7,1,True,False,False
20,54531,11,0,True,False,False
33,28712,0,1,True,False,False
40,85455,9,1,False,True,False
28,94744,19,1,False,True,False
29,25109,2,1,False,True,False
27,69268,5,1,True,False,False
49,74615,6,1,False,False,True
33,49759,19,1,False,False,False
25,80112,17,1,True,False,False
55,46589,10,1,False,True,False
29,50015,18,1,False,True,False
41,49009,4,0,True,False,False
45,82046,18,1,True,False,False
25,46143,10,0,False,True,False
45,26154,11,1,False,False,True
53,41804,9,1,False,True,False
43,61688,7,1,False,True,False
25,84288,8,1,True,False,False
45,71195,3,1,False,False,True
45,40581,4,1,False,True,False
54,72648,7,1,False,True,False
58,50087,8,1,False,False,False
53,69930,14,1,True,False,False
44,52981,14,1,False,False,False
34,89298,15,1,False,False,False
26,66167,13,1,False,True,False
50,95304,7,1,True,False,False
37,63408,17,1,False,False,True
30,59499,9,1,False,True,False
45,72269,19,1,False,False,True
46,58559,5,1,False,False,True
30,94319,11,1,True,False,False
63,68787,1,1,False,False,False
52,55488,6,1,True,False,False
23,94441,15,1,False,False,True
35,94663,2,1,False,True,False
22,42431,12,1,False,False,True
64,81681,2,1,False,True,False
42,83483,17,1,False,True,False
19,69153,10,1,True,False,False
27,26368,7,1,False,False,True
47,47424,5,1,False,False,False
62,65004,0,1,False,False,True
22,76985,0,1,False,False,True
50,70069,7,1,False,False,False
18,72326,4,1,True,False,False
35,43398,15,1,False,False,True
49,70861,10,1,False,False,True
64,95897,4,1,False,True,False
28,88577,3,1,False,False,True
38,85641,5,1,False,False,False
43,29078,13,1,False,True,False
42,45003,18,1,True,False,False
39,82768,8,1,False,True,False
44,71047,11,1,False,False,False
30,91626,10,1,False,False,False
50,77660,13,1,False,True,False
51,69786,15,1,True,False,False
58,21925,0,0,False,True,False
52,46015,12,1,True,False,False
18,53320,12,1,False,True,False
38,84881,1,1,False,False,False
23,46289,3,1,False,False,True
45,23389,5,0,False,False,True
34,45683,4,1,True,False,False
22,33629,2,1,True,False,False
48,81550,0,1,True,False,False
22,44826,3,1,False,False,False
55,46630,19,1,False,True,False
20,66163,1,1,False,False,False
40,86435,4,1,False,False,True
54,31653,2,1,True,False,False
54,47961,8,1,False,True,False
27,94137,19,1,False,False,True
27,53662,5,1,False,False,True
36,76446,17,1,False,False,True
34,41288,5,1,False,False,False
38,56877,18,1,True,False,False
31,35313,11,1,False,False,True
26,92715,10,1,True,False,False
63,30326,1,1,False,False,False
18,21560,14,1,False,False,True
62,99148,11,1,False,False,False
30,46745,11,1,False,False,False
21,51890,8,1,True,False,False
18,40022,1,1,False,False,True
57,72579,2,1,False,False,False
49,90316,11,1,False,False,True
51,48380,15,1,True,False,False
45,22356,0,1,False,False,False
48,90326,2,1,True,False,False
25,40049,19,1,False,False,True
56,95717,1,1,False,False,True
43,36082,8,0,True,False,False
51,20661,18,0,False,True,False
20,57412,14,1,False,False,False
29,22920,17,1,False,False,True
18,80315,10,1,False,False,True
61,99561,15,1,False,False,False
22,28946,16,1,True,False,False
47,65500,4,1,True,False,False
47,36309,11,1,True,False,False
34,75230,10,1,False,True,False
64,50027,14,1,False,True,False
40,92541,2,1,False,False,True
32,79321,0,1,True,False,False
54,20956,19,1,False,False,False
38,94131,15,1,False,False,True
31,67908,1,1,False,False,False
19,98339,1,1,False,False,True
28,45963,2,1,False,True,False
56,59443,7,1,False,False,True
55,59063,14,1,False,True,False
51,24703,6,0,False,False,True
55,85128,5,1,True,False,False
51,92099,8,1,False,False,False
35,45849,19,1,True,False,False
47,51860,0,1,False,False,True
32,51585,7,1,False,False,True
44,42015,2,1,False,False,True
51,97539,3,1,False,True,False
55,63585,14,1,False,False,False
50,46958,5,1,False,False,False
41,46017,14,1,False,False,True
32,96707,2,1,False,False,True
47,65350,13,1,False,True,False
59,32201,19,1,True,False,False
34,49426,13,1,True,False,False
22,37778,3,1,False,False,False
46,65241,11,1,False,True,False
21,62229,16,1,False,False,True
27,68364,6,1,False,False,False
34,77056,8,1,False,True,False
27,47490,2,1,True,False,False
34,39975,12,0,False,True,False
37,46723,14,1,True,False,False
41,43279,17,1,False,True,False
22,98301,18,1,False,False,False
51,31561,0,1,True,False,False
23,86061,5,1,False,False,False
19,69153,1,1,False,False,False
30,53142,13,1,True,False,False
60,46916,5,1,True,False,False
60,84324,13,1,False,False,True
28,64965,3,0,False,False,True
64,24648,7,1,False,False,True
40,55133,2,1,False,False,False
33,70677,18,1,False,False,False
48,90135,13,1,False,False,True
28,55046,19,1,False,False,False
33,67064,16,1,False,False,False
25,89350,7,1,True,False,False
21,65893,13,1,True,False,False
57,81272,5,1,False,False,False
21,87649,15,1,False,False,True
42,84674,18,1,False,True,False
20,33760,13,1,False,False,True
49,41927,18,1,False,True,False
20,81367,2,1,False,False,True
44,32588,9,1,True,False,False
46,72233,18,1,False,False,False
49,64738,8,1,False,False,False
36,53397,19,1,True,False,False
38,96367,12,1,False,True,False
22,91260,6,1,False,True,False
35,96619,13,1,False,True,False
45,39816,8,1,True,False,False
59,62240,18,1,False,True,False
39,26276,14,1,True,False,False
38,99530,19,1,False,False,True
23,43499,13,1,False,False,True
18,91635,5,1,True,False,False
22,55946,3,1,False,False,False
58,75204,7,1,False,False,True
29,71886,16,1,False,True,False
43,91652,8,1,True,False,False
63,35563,0,1,False,True,False
51,29847,19,1,False,True,False
31,46155,13,1,False,False,False
43,99671,10,1,False,True,False
62,87278,2,1,False,False,False
44,38309,8,0,False,False,True
26,20619,13,1,True,False,False
43,70108,8,1,False,True,False
64,54707,3,1,True,False,False
39,40337,3,1,False,True,False
64,86504,7,1,True,False,False
47,67614,1,1,False,True,False
60,20281,8,0,False,True,False
34,47420,13,0,False,True,False
43,59030,8,1,False,True,False
53,21058,15,1,False,True,False
18,96260,16,1,False,True,False
25,48404,15,1,False,True,False
52,49856,11,0,False,True,False
32,29200,2,1,False,True,False
64,84178,10,1,True,False,False
39,53997,13,1,False,False,False
31,45611,17,1,False,True,False
43,61235,4,0,False,False,False
45,55057,15,1,False,True,False
40,21239,19,1,False,True,False
31,85661,4,1,True,False,False
41,65272,2,1,False,False,True
19,81212,11,1,False,False,True
62,35398,0,1,True,False,False
43,76503,8,1,False,False,False
31,26638,8,0,False,False,True
24,26570,3,1,True,False,False
20,88785,2,1,True,False,False
64,29110,16,0,False,False,True
40,99141,1,1,False,False,False
63,32115,0,1,True,False,False
60,59062,7,1,False,True,False
64,42911,12,1,False,False,False
62,52556,14,1,False,False,False
35,98131,7,1,False,False,True
55,21969,11,1,False,False,True
52,63753,11,1,False,True,False
32,24470,13,1,True,False,False
42,30225,14,1,False,False,True
54,43196,14,1,False,False,True
45,33669,8,1,False,False,False
27,57380,18,1,False,False,True
56,68320,19,1,False,False,True
34,67414,7,1,False,False,True
56,35577,18,1,False,False,True
39,75409,5,1,False,False,False
43,48625,19,1,False,True,False
61,44089,18,1,False,True,False
42,56487,3,1,True,False,False
34,85838,6,1,False,False,True
30,70138,3,1,False,False,False
37,62823,11,1,True,False,False
42,57208,12,1,True,False,False
21,74061,2,1,False,True,False
27,50659,11,0,False,False,False
20,51890,1,1,False,False,False
58,99134,1,1,False,False,False
62,67055,8,1,False,True,False
35,39508,0,1,False,True,False
64,62287,7,1,False,True,False
53,98916,5,1,False,True,False
64,46984,5,1,False,True,False
39,28125,17,1,False,False,True
51,56059,16,1,False,False,True
64,89569,11,1,False,False,False
25,37087,5,1,True,False,False
57,25704,7,1,False,False,False
61,80576,18,1,True,False,False
36,93384,9,1,False,True,False
59,92460,0,1,True,False,False
58,47208,12,1,False,False,False
